StudentID,Course,Grade,Section_Grade,Course_Type
STU295,"Great Decisions, Character, and Consequences",9,100,Psychology
STU30,Psychology Research and Applications Post-AP,12,100,Psychology
STU305,Psychology AP,11,90.39,Psychology
STU312,Psychology AP,11,91.14,Psychology
STU313,Psychology AP,11,91.21,Psychology
STU342,Psychology AP,11,85.07,Psychology
STU347,Psychology AP,12,94.29,Psychology
STU350,Psychology AP,11,97.43,Psychology
STU356,Psychology AP,10,93.11,Psychology
STU36,Psychology AP,11,87.15,Psychology
STU360,Psychology AP,11,86,Psychology
STU366,Psychology AP,10,80.57,Psychology
STU394,Psychology AP,11,91.79,Psychology
STU414,Psychology AP,12,91.36,Psychology
STU424,Psychology AP,10,96.35,Psychology
STU434,Psychology AP,11,89.64,Psychology
STU435,Psychology Research and Applications Post-AP,12,100,Psychology
STU436,Psychology AP,11,75.75,Psychology
STU44,Psychology AP,12,74.46,Psychology
STU440,Psychology AP,11,87.5,Psychology
STU447,Psychology AP,12,96.34,Psychology
STU45,Psychology AP,11,88.53,Psychology
STU450,Psychology AP,10,91.43,Psychology
STU461,Psychology AP,11,86.29,Psychology
STU466,Psychology AP,11,92.91,Psychology
STU468,"Great Decisions, Character, and Consequences",9,100,Psychology
STU477,Psychology AP,11,77.09,Psychology
STU478,Psychology AP,11,83.68,Psychology
STU481,Psychology AP,12,93.56,Psychology
STU482,Psychology AP,12,89.65,Psychology
STU486,Psychology AP,11,91.2,Psychology
STU488,Psychology AP,11,93.06,Psychology
STU49,Psychology AP,12,97.43,Psychology
STU494,Psychology AP,11,92.6,Psychology
STU495,Psychology AP,12,91.42,Psychology
STU503,Psychology Research and Applications Post-AP,12,100,Psychology
STU505,"Great Decisions, Character, and Consequences",9,100,Psychology
STU506,Psychology Research and Applications Post-AP,12,100,Psychology
STU512,Psychology AP,12,87.91,Psychology
STU519,Psychology AP,10,96.06,Psychology
STU525,Psychology AP,11,88.83,Psychology
STU533,Psychology AP,12,96.11,Psychology
STU536,Psychology Research and Applications Post-AP,12,100,Psychology
STU545,Psychology Research and Applications Post-AP,12,100,Psychology
STU546,"Great Decisions, Character, and Consequences",9,100,Psychology
STU549,Psychology AP,11,87.19,Psychology
STU566,Psychology AP,11,96.81,Psychology
STU571,Psychology AP,12,93.16,Psychology
STU573,Psychology AP,10,89.56,Psychology
STU574,Psychology AP,10,96.35,Psychology
STU586,Psychology Research and Applications Post-AP,11,100,Psychology
STU591,Psychology AP,10,98.49,Psychology
STU596,Psychology Research and Applications Post-AP,12,98.48,Psychology
STU608,Psychology AP,10,97.35,Psychology
STU615,Psychology AP,10,90.23,Psychology
STU62,Psychology AP,11,89.55,Psychology
STU637,"Great Decisions, Character, and Consequences",9,100,Psychology
STU638,Psychology AP,10,93.22,Psychology
STU642,Psychology AP,11,95.4,Psychology
STU645,"Great Decisions, Character, and Consequences",9,100,Psychology
STU646,"Great Decisions, Character, and Consequences",9,100,Psychology
STU650,Psychology AP,11,94,Psychology
STU663,Psychology AP,10,96.5,Psychology
STU667,Psychology Research and Applications Post-AP,12,100,Psychology
STU671,Psychology AP,11,96.42,Psychology
STU672,Psychology AP,12,88.75,Psychology
STU673,"Great Decisions, Character, and Consequences",9,100,Psychology
STU674,Psychology AP,11,98.49,Psychology
STU677,Psychology AP,10,93.65,Psychology
STU678,Psychology AP,12,95.59,Psychology
STU680,Psychology AP,10,95.11,Psychology
STU688,"Great Decisions, Character, and Consequences",9,100,Psychology
STU694,Psychology AP,12,85.26,Psychology
STU698,Psychology AP,12,86.38,Psychology
STU706,Psychology AP,10,93.38,Psychology
STU709,Psychology AP,12,92.84,Psychology
STU715,Psychology Research and Applications Post-AP,12,100,Psychology
STU718,Psychology AP,12,84.97,Psychology
STU74,Psychology AP,12,82.68,Psychology
STU742,Psychology AP,11,82.88,Psychology
STU745,Psychology AP,10,98.44,Psychology
STU747,Psychology AP,11,89.25,Psychology
STU748,Psychology AP,11,91.14,Psychology
STU754,Psychology AP,11,86.17,Psychology
STU76,Psychology AP,11,92.68,Psychology
STU762,"Great Decisions, Character, and Consequences",9,100,Psychology
STU763,Psychology AP,11,83.35,Psychology
STU768,Psychology AP,11,90.42,Psychology
STU774,Psychology AP,11,97.66,Psychology
STU782,Psychology AP,12,82.98,Psychology
STU80,Psychology Research and Applications Post-AP,12,100,Psychology
STU805,Psychology AP,10,87.53,Psychology
STU806,Psychology AP,10,92.86,Psychology
STU822,Psychology AP,10,97.3,Psychology
STU824,Psychology AP,10,95.15,Psychology
STU826,"Great Decisions, Character, and Consequences",9,100,Psychology
STU828,Psychology AP,11,84.81,Psychology
STU830,Psychology AP,10,93.38,Psychology
STU834,"Great Decisions, Character, and Consequences",9,100,Psychology
STU838,Psychology AP,11,92.83,Psychology
STU841,"Great Decisions, Character, and Consequences",9,100,Psychology
STU852,Psychology AP,10,94.84,Psychology
STU856,"Great Decisions, Character, and Consequences",9,100,Psychology
STU87,Psychology AP,12,84.86,Psychology
STU91,Psychology AP,11,81.7,Psychology
STU96,Psychology AP,10,91.1,Psychology
STU99,Psychology AP,11,89.59,Psychology
