StudentID,Course,Grade,Section_Grade,Course_Type
STU418,Biology AP,11,97.26,Science
STU434,Biology AP,11,87.08,Science
STU441,Biology AP,12,90.58,Science
STU444,Biology AP,12,92.59,Science
STU446,Biology AP,11,99.4,Science
STU448,Biology AP,11,89.86,Science
STU451,Biology AP,12,94.93,Science
STU454,Biology AP,12,86.56,Science
STU471,Biology AP,11,97.2,Science
STU481,Biology AP,12,90.99,Science
STU485,Biology AP,11,96.57,Science
STU486,Biology AP,11,85.51,Science
STU487,Biology AP,11,99.98,Science
STU488,Biology AP,11,95.29,Science
STU506,Biology AP,12,86.61,Science
STU509,Biology AP,12,92.53,Science
STU511,Biology AP,12,94.53,Science
STU518,Biology AP,11,98.58,Science
STU523,Biology AP,11,93.94,Science
STU528,Biology AP,12,90.09,Science
STU536,Biology AP,12,89.9,Science
STU559,Biology AP,11,94.91,Science
STU56,Biology AP,12,90.28,Science
STU561,Biology AP,11,89.55,Science
STU562,Biology AP,12,84.41,Science
STU566,Biology AP,11,93.04,Science
STU569,Biology AP,11,88.1,Science
STU579,Biology AP,11,98.95,Science
STU586,Biology AP,11,91.75,Science
STU600,Biology AP,11,93.97,Science
STU617,Biology AP,12,76.69,Science
STU620,Biology AP,11,92.99,Science
STU622,Biology AP,12,99.09,Science
STU627,Biology AP,11,93.13,Science
STU628,Biology AP,11,93.16,Science
STU642,Biology AP,11,97.2,Science
STU650,Biology AP,11,92.65,Science
STU659,Biology AP,12,91.4,Science
STU665,Biology AP,11,80.2,Science
STU669,Biology AP,11,97.31,Science
STU68,Biology AP,12,85.82,Science
STU709,Biology AP,12,83.87,Science
STU71,Biology AP,11,90.72,Science
STU72,Biology AP,12,84.98,Science
STU721,Biology AP,11,93.33,Science
STU725,Biology AP,11,97.29,Science
STU733,Biology AP,11,95.64,Science
STU741,Biology AP,11,96.5,Science
STU752,Biology AP,11,92.95,Science
STU754,Biology AP,11,84.15,Science
STU757,Biology AP,11,89.52,Science
STU758,Biology AP,11,91.43,Science
STU759,Biology AP,11,97.23,Science
STU770,Biology AP,11,92.97,Science
STU788,Biology AP,12,90.19,Science
STU8,Biology AP,12,73.34,Science
STU80,Biology AP,12,87.16,Science
STU82,Biology AP,11,96.77,Science
STU832,Biology AP,12,75.04,Science
STU835,Biology AP,11,81.27,Science
STU838,Biology AP,11,87.61,Science
STU85,Biology AP,12,97.32,Science
STU9,Biology AP,12,84.73,Science
STU90,Biology AP,12,80.8,Science
STU98,Biology AP,11,84.6,Science
STU108,Biology Honors,10,86.54,Science
STU113,Biology Honors,10,93.15,Science
STU115,Biology Honors,10,93.26,Science
STU119,Biology Honors,10,90.83,Science
STU124,Biology Honors,10,92.85,Science
STU136,Biology Honors,10,94.54,Science
STU138,Biology Honors,10,93.17,Science
STU140,Biology Honors,10,77.64,Science
STU152,Biology Honors,10,94.63,Science
STU159,Biology Honors,10,86.98,Science
STU163,Biology Honors,10,85.45,Science
STU166,Biology Honors,10,87.09,Science
STU184,Biology Honors,10,96.53,Science
STU208,Biology Honors,10,96.87,Science
STU228,Biology Honors,10,93.87,Science
STU236,Biology Honors,10,84.79,Science
STU241,Biology Honors,10,83.64,Science
STU243,Biology Honors,10,93.37,Science
STU247,Biology Honors,10,90.76,Science
STU250,Biology Honors,10,86.57,Science
STU256,Biology Honors,10,91.22,Science
STU262,Biology Honors,10,90.24,Science
STU264,Biology Honors,10,93.38,Science
STU266,Biology Honors,10,88.23,Science
STU267,Biology Honors,10,92.83,Science
STU269,Biology Honors,10,78.7,Science
STU27,Biology Honors,10,92.58,Science
STU273,Biology Honors,10,90.73,Science
STU280,Biology Honors,10,96.72,Science
STU281,Biology Honors,10,91.43,Science
STU283,Biology Honors,10,87.77,Science
STU285,Biology Honors,10,92.65,Science
STU286,Biology Honors,10,97.03,Science
STU288,Biology Honors,10,90.23,Science
STU296,Biology Honors,10,84.64,Science
STU297,Biology Honors,10,92.16,Science
STU299,Biology Honors,10,83.46,Science
STU301,Biology Honors,10,90.73,Science
STU302,Biology Honors,10,90.85,Science
STU306,Biology Honors,10,82.55,Science
STU307,Biology Honors,10,93.34,Science
STU309,Biology Honors,10,82.75,Science
STU311,Biology Honors,10,93.87,Science
STU317,Biology Honors,10,90.33,Science
STU323,Biology Honors,10,83.42,Science
STU325,Biology Honors,10,92.78,Science
STU327,Biology Honors,10,90.16,Science
STU33,Biology Honors,10,92.5,Science
STU338,Biology Honors,10,95.56,Science
STU341,Biology Honors,10,84.22,Science
STU354,Biology Honors,10,88.64,Science
STU356,Biology Honors,10,91,Science
STU357,Biology Honors,10,92.02,Science
STU365,Biology Honors,10,83.78,Science
STU382,Biology Honors,10,94.06,Science
STU386,Biology Honors,10,81.69,Science
STU389,Biology Honors,10,84.99,Science
STU390,Biology Honors,10,87.27,Science
STU393,Biology Honors,10,93.58,Science
STU398,Biology Honors,10,89.58,Science
STU419,Biology Honors,10,91.77,Science
STU424,Biology Honors,10,91.87,Science
STU426,Biology Honors,10,88.9,Science
STU43,Biology Honors,10,91.85,Science
STU443,Biology Honors,10,89.7,Science
STU450,Biology Honors,10,92.67,Science
STU452,Biology Honors,10,97.97,Science
STU455,Biology Honors,10,97.14,Science
STU456,Biology Honors,10,89.54,Science
STU462,Biology Honors,10,84.69,Science
STU463,Biology Honors,10,90.09,Science
STU493,Biology Honors,10,81.14,Science
STU496,Biology Honors,10,84.7,Science
STU497,Biology Honors,10,91.36,Science
STU507,Biology Honors,10,86.95,Science
STU510,Biology Honors,10,93.31,Science
STU516,Biology Honors,10,95.55,Science
STU519,Biology Honors,10,96.97,Science
STU555,Biology Honors,10,92.7,Science
STU558,Biology Honors,10,94.76,Science
STU565,Biology Honors,10,88.9,Science
STU573,Biology Honors,10,88,Science
STU574,Biology Honors,10,97.43,Science
STU575,Biology Honors,10,93.38,Science
STU591,Biology Honors,10,96.44,Science
STU593,Biology Honors,10,93.03,Science
STU60,Biology Honors,10,93.66,Science
STU607,Biology Honors,10,89.59,Science
STU61,Biology Honors,10,89.61,Science
STU611,Biology Honors,10,87.65,Science
STU615,Biology Honors,10,89.72,Science
STU616,Biology Honors,10,90.78,Science
STU623,Biology Honors,10,83.41,Science
STU624,Biology Honors,10,92.94,Science
STU630,Biology Honors,10,89.76,Science
STU638,Biology Honors,10,90.69,Science
STU641,Biology Honors,10,89.74,Science
STU649,Biology Honors,10,96.62,Science
STU655,Biology Honors,10,83.84,Science
STU663,Biology Honors,10,94.77,Science
STU677,Biology Honors,10,93.81,Science
STU680,Biology Honors,10,96.7,Science
STU7,Biology Honors,10,94.53,Science
STU706,Biology Honors,10,94.79,Science
STU712,Biology Honors,10,93.66,Science
STU723,Biology Honors,10,90.97,Science
STU726,Biology Honors,10,80.64,Science
STU729,Biology Honors,10,85.77,Science
STU731,Biology Honors,10,89.55,Science
STU734,Biology Honors,10,89.64,Science
STU737,Biology Honors,12,81.31,Science
STU753,Biology Honors,10,86.81,Science
STU755,Biology Honors,10,88.13,Science
STU765,Biology Honors,10,91.28,Science
STU767,Biology Honors,10,86.82,Science
STU772,Biology Honors,10,96.94,Science
STU773,Biology Honors,10,89.6,Science
STU778,Biology Honors,10,89.66,Science
STU779,Biology Honors,10,85.86,Science
STU780,Biology Honors,10,79.15,Science
STU784,Biology Honors,10,86.57,Science
STU785,Biology Honors,10,94.06,Science
STU792,Biology Honors,10,86.96,Science
STU794,Biology Honors,10,89.63,Science
STU798,Biology Honors,10,82.06,Science
STU801,Biology Honors,10,97.7,Science
STU803,Biology Honors,10,79.78,Science
STU805,Biology Honors,10,81.79,Science
STU806,Biology Honors,10,93.07,Science
STU808,Biology Honors,10,95.01,Science
STU809,Biology Honors,10,95.11,Science
STU81,Biology Honors,10,92.91,Science
STU810,Biology Honors,10,87.09,Science
STU813,Biology Honors,10,100,Science
STU815,Biology Honors,10,91.21,Science
STU816,Biology Honors,11,99.76,Science
STU822,Biology Honors,10,96.51,Science
STU824,Biology Honors,10,96.93,Science
STU827,Biology Honors,10,84.25,Science
STU830,Biology Honors,10,96.72,Science
STU836,Biology Honors,10,95.94,Science
STU96,Biology Honors,10,89.76,Science
STU11,Biology Post-AP,12,93.62,Science
STU130,Biology Post-AP,12,94.94,Science
STU149,Biology Post-AP,12,95.69,Science
STU153,Biology Post-AP,12,101.12,Science
STU157,Biology Post-AP,12,94.63,Science
STU158,Biology Post-AP,12,96.07,Science
STU28,Biology Post-AP,12,93.51,Science
STU335,Biology Post-AP,12,97.34,Science
STU353,Biology Post-AP,12,95.74,Science
STU408,Biology Post-AP,12,95.83,Science
STU420,Biology Post-AP,12,94.57,Science
STU435,Biology Post-AP,12,94.38,Science
STU5,Biology Post-AP,12,97.87,Science
STU551,Biology Post-AP,12,100,Science
STU592,Biology Post-AP,12,95.74,Science
STU667,Biology Post-AP,12,99.47,Science
STU732,Biology Post-AP,12,100,Science
STU802,Biology Post-AP,12,94.15,Science
STU110,Chemistry,9,91.67,Science
STU156,Chemistry,9,90.74,Science
STU182,Chemistry,9,91.66,Science
STU19,Chemistry,9,94.07,Science
STU193,Chemistry,9,93.47,Science
STU20,Chemistry,9,83.14,Science
STU219,Chemistry,9,95.04,Science
STU222,Chemistry,9,93.12,Science
STU239,Chemistry,9,94.49,Science
STU249,Chemistry,9,101.37,Science
STU260,Chemistry,9,90.73,Science
STU271,Chemistry,9,97.41,Science
STU274,Chemistry,9,94.5,Science
STU289,Chemistry,9,99.52,Science
STU298,Chemistry,9,96.35,Science
STU314,Chemistry,9,90.8,Science
STU319,Chemistry,9,87.5,Science
STU322,Chemistry,9,87.6,Science
STU329,Chemistry,9,93.69,Science
STU332,Chemistry,9,80.84,Science
STU334,Chemistry,9,99.24,Science
STU337,Chemistry,9,90.89,Science
STU339,Chemistry,9,95.6,Science
STU346,Chemistry,9,90.15,Science
STU351,Chemistry,9,98.2,Science
STU363,Chemistry,9,95.45,Science
STU364,Chemistry,9,90.68,Science
STU369,Chemistry,9,93.7,Science
STU372,Chemistry,9,93.96,Science
STU373,Chemistry,9,88.59,Science
STU374,Chemistry,9,87.91,Science
STU38,Chemistry,9,87.71,Science
STU385,Chemistry,9,101.65,Science
STU406,Chemistry,9,83.48,Science
STU407,Chemistry,9,92.34,Science
STU411,Chemistry,9,103.7,Science
STU412,Chemistry,9,90.4,Science
STU415,Chemistry,9,91.12,Science
STU417,Chemistry,9,99.37,Science
STU422,Chemistry,9,100.11,Science
STU423,Chemistry,9,92.64,Science
STU433,Chemistry,9,88.74,Science
STU437,Chemistry,9,96.3,Science
STU438,Chemistry,9,91.03,Science
STU449,Chemistry,9,84.46,Science
STU453,Chemistry,9,95.97,Science
STU465,Chemistry,9,97.92,Science
STU468,Chemistry,9,82.55,Science
STU470,Chemistry,9,91.83,Science
STU472,Chemistry,9,98.74,Science
STU475,Chemistry,9,97.26,Science
STU476,Chemistry,9,89.14,Science
STU50,Chemistry,9,95.1,Science
STU504,Chemistry,9,90.76,Science
STU520,Chemistry,9,91.08,Science
STU537,Chemistry,9,95.74,Science
STU541,Chemistry,9,94.42,Science
STU546,Chemistry,9,90.88,Science
STU547,Chemistry,9,99.04,Science
STU563,Chemistry,9,87.88,Science
STU568,Chemistry,9,90.65,Science
STU576,Chemistry,9,92.21,Science
STU578,Chemistry,9,92.58,Science
STU589,Chemistry,9,93.16,Science
STU59,Chemistry,9,79.01,Science
STU595,Chemistry,10,89.19,Science
STU598,Chemistry,9,93.42,Science
STU601,Chemistry,9,90.08,Science
STU604,Chemistry,9,92.49,Science
STU629,Chemistry,9,90.8,Science
STU636,Chemistry,9,88.71,Science
STU640,Chemistry,9,88.58,Science
STU644,Chemistry,9,100.6,Science
STU645,Chemistry,9,93.06,Science
STU647,Chemistry,9,95.67,Science
STU648,Chemistry,9,90.24,Science
STU661,Chemistry,9,102.96,Science
STU666,Chemistry,9,93.37,Science
STU673,Chemistry,9,97.59,Science
STU679,Chemistry,9,82.04,Science
STU681,Chemistry,9,93.77,Science
STU688,Chemistry,9,90.84,Science
STU69,Chemistry,9,89.56,Science
STU690,Chemistry,9,90.55,Science
STU691,Chemistry,9,91.17,Science
STU696,Chemistry,9,86.11,Science
STU697,Chemistry,9,92.47,Science
STU700,Chemistry,9,95.94,Science
STU701,Chemistry,9,88.96,Science
STU705,Chemistry,9,96.26,Science
STU711,Chemistry,9,88.89,Science
STU713,Chemistry,9,87.83,Science
STU714,Chemistry,9,98.06,Science
STU727,Chemistry,9,99.59,Science
STU756,Chemistry,9,94.8,Science
STU760,Chemistry,9,87.88,Science
STU762,Chemistry,9,84.27,Science
STU771,Chemistry,9,97.14,Science
STU777,Chemistry,9,96.98,Science
STU782,Chemistry,12,92.93,Science
STU783,Chemistry,9,91.23,Science
STU786,Chemistry,9,91.42,Science
STU800,Chemistry,9,101.46,Science
STU804,Chemistry,9,97.67,Science
STU807,Chemistry,9,96.98,Science
STU812,Chemistry,9,97.08,Science
STU820,Chemistry,9,85.47,Science
STU829,Chemistry,9,89.93,Science
STU834,Chemistry,9,101.9,Science
STU843,Chemistry,9,99.39,Science
STU845,Chemistry,9,91.35,Science
STU846,Chemistry,10,95.03,Science
STU847,Chemistry,9,97.16,Science
STU855,Chemistry,10,89.79,Science
STU859,Chemistry,10,97.94,Science
STU94,Chemistry,9,97.75,Science
STU100,Chemistry AP,12,92.95,Science
STU103,Chemistry AP,12,93.06,Science
STU11,Chemistry AP,12,94.32,Science
STU117,Chemistry AP,11,91.08,Science
STU14,Chemistry AP,10,97.57,Science
STU145,Chemistry AP,12,85.47,Science
STU149,Chemistry AP,12,87.97,Science
STU157,Chemistry AP,12,94.46,Science
STU160,Chemistry AP,12,84.48,Science
STU186,Chemistry AP,12,91.42,Science
STU191,Chemistry AP,11,90.22,Science
STU199,Chemistry AP,11,92.7,Science
STU205,Chemistry AP,11,94.46,Science
STU227,Chemistry AP,12,88.63,Science
STU233,Chemistry AP,11,80.42,Science
STU277,Chemistry AP,12,91.82,Science
STU28,Chemistry AP,12,83.45,Science
STU284,Chemistry AP,12,90.95,Science
STU294,Chemistry AP,11,97.09,Science
STU30,Chemistry AP,12,86.8,Science
STU335,Chemistry AP,12,89.86,Science
STU34,Chemistry AP,12,89.59,Science
STU353,Chemistry AP,12,95.54,Science
STU40,Chemistry AP,12,96.01,Science
STU401,Chemistry AP,11,99.19,Science
STU408,Chemistry AP,12,94.46,Science
STU420,Chemistry AP,12,93.92,Science
STU431,Chemistry AP,12,87.08,Science
STU435,Chemistry AP,12,94.8,Science
STU46,Chemistry AP,12,94.12,Science
STU474,Chemistry AP,12,92.47,Science
STU482,Chemistry AP,12,92.57,Science
STU484,Chemistry AP,11,98.38,Science
STU49,Chemistry AP,12,84.46,Science
STU491,Chemistry AP,12,90.61,Science
STU503,Chemistry AP,12,94.26,Science
STU513,Chemistry AP,11,96.28,Science
STU515,Chemistry AP,12,83.18,Science
STU533,Chemistry AP,12,90.97,Science
STU535,Chemistry AP,12,85.17,Science
STU538,Chemistry AP,10,100.27,Science
STU551,Chemistry AP,12,95.81,Science
STU552,Chemistry AP,10,97.97,Science
STU564,Chemistry AP,10,97.43,Science
STU587,Chemistry AP,11,90.68,Science
STU606,Chemistry AP,12,94.25,Science
STU608,Chemistry AP,10,97.95,Science
STU618,Chemistry AP,10,100.14,Science
STU634,Chemistry AP,10,97.97,Science
STU654,Chemistry AP,10,99.86,Science
STU66,Chemistry AP,12,93.58,Science
STU708,Chemistry AP,12,95.96,Science
STU716,Chemistry AP,11,90.7,Science
STU740,Chemistry AP,10,95.41,Science
STU745,Chemistry AP,10,99.32,Science
STU746,Chemistry AP,11,89.17,Science
STU77,Chemistry AP,12,91.35,Science
STU774,Chemistry AP,11,97.97,Science
STU796,Chemistry AP,12,86.49,Science
STU802,Chemistry AP,12,96.35,Science
STU818,Chemistry AP,11,89.8,Science
STU819,Chemistry AP,10,99.32,Science
STU821,Chemistry AP,10,98.04,Science
STU104,Chemistry Honors,9,87.52,Science
STU109,Chemistry Honors,9,84.62,Science
STU114,Chemistry Honors,9,82.61,Science
STU144,Chemistry Honors,9,82.84,Science
STU169,Chemistry Honors,9,93.19,Science
STU188,Chemistry Honors,9,89.46,Science
STU197,Chemistry Honors,9,95.59,Science
STU209,Chemistry Honors,9,86.54,Science
STU226,Chemistry Honors,9,89.46,Science
STU257,Chemistry Honors,9,92.77,Science
STU258,Chemistry Honors,9,89.72,Science
STU278,Chemistry Honors,9,94.89,Science
STU295,Chemistry Honors,9,96.42,Science
STU308,Chemistry Honors,9,93.76,Science
STU315,Chemistry Honors,9,92.89,Science
STU321,Chemistry Honors,9,83.82,Science
STU324,Chemistry Honors,9,92.65,Science
STU330,Chemistry Honors,9,95.62,Science
STU348,Chemistry Honors,9,93.57,Science
STU359,Chemistry Honors,9,84.42,Science
STU361,Chemistry Honors,9,90.71,Science
STU362,Chemistry Honors,9,98.74,Science
STU367,Chemistry Honors,9,86.01,Science
STU370,Chemistry Honors,9,95.38,Science
STU371,Chemistry Honors,9,89.59,Science
STU376,Chemistry Honors,9,82.96,Science
STU378,Chemistry Honors,9,84.58,Science
STU380,Chemistry Honors,9,85.05,Science
STU384,Chemistry Honors,9,96.75,Science
STU388,Chemistry Honors,9,89.85,Science
STU403,Chemistry Honors,9,92.72,Science
STU404,Chemistry Honors,9,89.85,Science
STU405,Chemistry Honors,9,85.05,Science
STU413,Chemistry Honors,9,87.67,Science
STU416,Chemistry Honors,9,95.71,Science
STU42,Chemistry Honors,9,86.76,Science
STU427,Chemistry Honors,9,89.52,Science
STU429,Chemistry Honors,9,83.36,Science
STU432,Chemistry Honors,9,89.75,Science
STU460,Chemistry Honors,9,82.56,Science
STU464,Chemistry Honors,9,89.59,Science
STU498,Chemistry Honors,9,81.56,Science
STU505,Chemistry Honors,9,87.08,Science
STU508,Chemistry Honors,9,98.44,Science
STU526,Chemistry Honors,9,91.84,Science
STU53,Chemistry Honors,9,91.84,Science
STU532,Chemistry Honors,9,86.6,Science
STU534,Chemistry Honors,9,82.53,Science
STU556,Chemistry Honors,9,97.15,Science
STU560,Chemistry Honors,9,98.31,Science
STU58,Chemistry Honors,9,89.99,Science
STU580,Chemistry Honors,9,95.36,Science
STU599,Chemistry Honors,9,89.53,Science
STU605,Chemistry Honors,9,92.85,Science
STU609,Chemistry Honors,9,82.96,Science
STU612,Chemistry Honors,9,98.76,Science
STU613,Chemistry Honors,9,81.9,Science
STU619,Chemistry Honors,9,80.37,Science
STU621,Chemistry Honors,9,84.95,Science
STU625,Chemistry Honors,9,90.05,Science
STU626,Chemistry Honors,9,89.26,Science
STU63,Chemistry Honors,9,89.81,Science
STU632,Chemistry Honors,9,92.52,Science
STU637,Chemistry Honors,9,90.52,Science
STU639,Chemistry Honors,9,96.49,Science
STU643,Chemistry Honors,9,97.01,Science
STU646,Chemistry Honors,9,79.58,Science
STU651,Chemistry Honors,9,90.38,Science
STU676,Chemistry Honors,9,85.25,Science
STU683,Chemistry Honors,9,83.62,Science
STU685,Chemistry Honors,9,81.63,Science
STU693,Chemistry Honors,9,89.39,Science
STU703,Chemistry Honors,9,79.24,Science
STU704,Chemistry Honors,9,92.98,Science
STU707,Chemistry Honors,9,90.57,Science
STU710,Chemistry Honors,9,86.76,Science
STU719,Chemistry Honors,9,96.51,Science
STU730,Chemistry Honors,9,93.83,Science
